StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,paq_ddf_neg_1,paq_dif_neg_2,paq_eot_gen_3,paq_ddf_pos_4,paq_dif_pos_5,paq_eot_gen_6,paq_timer_1_First Click,paq_timer_1_Last Click,paq_timer_1_Page Submit,paq_timer_1_Click Count,paq_ddf_neg_7,paq_eot_gen_9,paq_ddf_pos_10,paq_dif_pos_11,paq_eot_gen_12,paq_timer_2_First Click,paq_timer_2_Last Click,paq_timer_2_Page Submit,paq_timer_2_Click Count,paq_ddf_neg_13,paq_dif_neg_14,paq_eot_gen_15,paq_ddf_pos_16,paq_dif_pos_17,ac_paq,paq_eot_gen_18,paq_timer_3_First Click,paq_timer_3_Last Click,paq_timer_3_Page Submit,paq_timer_3_Click Count,paq_ddf_neg_19,paq_dif_neg_20,paq_eot_gen_21,paq_ddf_pos_22,paq_dif_pos_23,paq_eot_gen_24,paq_timer_4_First Click,paq_timer_4_Last Click,paq_timer_4_Page Submit,paq_timer_4_Click Count,pmerq_reappraise_eng_1,pmerq_sitmod_dis_2,pmerq_sitsel_eng_3,pmerq_sitsel_dis_4,pmerq_5,pmerq_sitsel_dis_6,pmerq_7,pmerq_8,pmerq_sitmod_eng_9,pmerq_reappraise_eng_10,pmerq_sitmod_eng_11,pmerq_reappraise_dis_12,pmerq_13,pmerq_sitsel_eng_14,pmerq_sitmod_eng_15,pmerq_16,pmerq_17,pmerq_sitsel_dis_18,pmerq_sitmod_eng_19,pmerq_20,pmerq_21,pmerq_22,pmerq_23,pmerq_24,pmerq_sitmod_dis_25,pmerq_26,pmerq_27,pmerq_28,pmerq_29,pmerq_sitmod_eng_30,pmerq_31,pmerq_32,pmerq_sitsel_dis_33,pmerq_sitmod_dis_34,pmerq_35,pmerq_sitsel_dis_36,pmerq_37,pmerq_38,pmerq_sitmod_dis_39,pmerq_sitsel_dis_40,pmerq_41,pmerq_42,pmerq_43,pmerq_sitsel_eng_44,pmerq_45,pmerq_46,pmerq_47,pmerq_sitmod_eng_48,pmerq_49,pmerq_sitsel_eng_50,pmerq_51,pmerq_52,pmerq_53,pmerq_54,pmerq_sitmod_dis_55,pmerq_56,pmerq_57,ac_pmerq,pmerq_timer_First Click,pmerq_timer_Last Click,pmerq_timer_Page Submit,pmerq_timer_Click Count,swls_1,swls_2,swls_3,swls_4,swls_5,swls_timer_First Click,swls_timer_Last Click,swls_timer_Page Submit,swls_timer_Click Count,fss_1,fss_2,fss_3,fss_4,fss_5,fss_6,fss_7,fss_8,fss_9,fss_timer_First Click,fss_timer_Last Click,fss_timer_Page Submit,fss_timer_Click Count,gad_1,gad_2,gad_3,gad_4,gad_5,gad_6,gad_7,gad_timer_First Click,gad_timer_Last Click,gad_timer_Page Submit,gad_timer_Click Count,phq_1,phq_2,phq_3,phq_4,phq_5,phq_6,phq_7,phq_8,phq_timer_First Click,phq_timer_Last Click,phq_timer_Page Submit,phq_timer_Click Count,tas_dif_1,tas_ddf_2,tas_dif_3,tas_ddf_4_r,tas_eot_5_r,tas_timer_1_First Click,tas_timer_1_Last Click,tas_timer_1_Page Submit,tas_timer_1_Click Count,tas_dif_6,tas_dif_7,tas_eot_8,tas_dif_9,tas_eot_10_r,tas_timer_2_First Click,tas_timer_2_Last Click,tas_timer_2_Page Submit,tas_timer_2_Click Count,tas_ddf_11,tas_ddf_12,tas_dif_13,tas_dif_14,ac_tas,tas_eot_15,tas_timer_3_First Click,tas_timer_3_Last Click,tas_timer_3_Page Submit,tas_timer_3_Click Count,tas_eot_16,tas_ddf_17,tas_eot_18_r,tas_eot_19_r,tas_eot_20,tas_timer_4_First Click,tas_timer_4_Last Click,tas_timer_4_Page Submit,tas_timer_4_Click Count,erq_reap_fr_1,erq_supp_fr_2,erq_reap_fr_3,erq_supp_fr_4,erq_reap_fr_5,erq_supp_fr_6,erq_reap_fr_7,erq_reap_fr_8,erq_supp_fr_9,erq_reap_fr_10,gender,gender_3_TEXT,age,academic,academic_7_TEXT,race,race_1_TEXT,race_2_TEXT,race_16_TEXT,race_3_TEXT,race_13_TEXT,race_14_TEXT,race_15_TEXT,pid,pool,qualtrics_name,ac_pmerq_pass,ac_tas_pass,ac_paq_pass,ac_passes,rawdatafile,paq,paq_dif,paq_ddf,paq_eot,paq_neg,paq_pos,paq_dif_neg,paq_ddf_neg,paq_dif_pos,paq_ddf_pos,tas,tas_dif,tas_ddf,tas_eot,erq_reap_fr,erq_supp_fr,gad,phq,fss,swls,pmerq_sitsel_eng,pmerq_sitmod_eng,pmerq_sitsel_dis,pmerq_sitmod_dis
2021-07-06 18:15:15,2021-07-06 18:31:34,IP Address,99.52.204.80,100,978,True,2021-07-06 18:31:35,R_3EzEnEC2dBf1EN4,37.437103271484375,-121.8954010009765625,anonymous,EN,1,5,3,3,1,2,3,11.966,45.769,47.855,8,3,2,4,4,4,4.958,42.79,46.777,7,4,5,6,6,6,1,6,5.007,29.446,31.587,8,5,4,2,4,4,4,8.686,39.858,46.327,6,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Agree,6.316,152.438,153.3,59,5,6,6,6,5,5.677,19.821,21.102,6,6,3,3,4,4,4,3,3,2,6.446,52.61,57.201,9,2,1,1,2,2,1,1,7.416,59.834,61.064,7,3,1,2,2,2,1,1,2,11.771,87.853,89.64,8,3,3,1,4,3,2.589,30.835,31.8,7,2,2,3,3,4,4.792,35.477,38.495,5,3,3,1,1,1,3,54.729,77.987,88.239,9,3,2,3,4,3,4.712,23.983,25.701,5,1,1,5,2,3,6,5,4,5,4,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96256,rep,emo_similarity_network_presurvey_sum2021,0,1,1,1 + 0 + 1,/Users/ashish/files/research/projects/alexithymia/emo_similarity_image_network/data/raw/emo_similarity_network_presurvey_sum2021/2021-09-22/emo_similarity_network_presurvey_sum2021.csv,90,28,32,30,29,31,12,17,16,15,54,13,15,26,22,14,10,14,32,28,19,30,28,24
2021-07-06 20:11:19,2021-07-06 20:23:15,IP Address,174.87.87.61,100,715,True,2021-07-06 20:23:15,R_3nHhj2A3Dyv3szD,35.261199951171875,-120.654998779296875,anonymous,EN,1,3,3,2,3,4,3,8.828,31.181,31.734,9,5,2,4,3,4,4.477,23.919,24.393,8,5,6,4,4,3,1,2,4.581,23.453,25.106,11,5,6,2,4,2,2,4.857,37.115,38.354,8,5,5,2,5,5,5,4,5,3,2,3,3,3,2,2,4,4,5,3,4,4,4,2,5,4,4,5,4,4,3,3,3,5,4,4,5,4,3,4,5,3,3,4,2,3,4,4,3,4,4,2,4,2,4,3,4,4,Somewhat disagree,7.91,279.2,279.747,82,2,3,3,5,2,4.328,20.09,21.055,8,6,6,5,7,6,5,5,4,5,1.761,26.964,27.781,16,3,3,3,2,1,2,2,2.124,22.285,23.101,10,2,2,1,2,2,1,3,1,2.249,36.121,37.023,13,4,4,1,3,2,5,23.811,26.01,8,4,2,1,3,1,6.352,23.366,24.221,9,3,1,3,3,1,1,2.519,31.118,32.521,9,5,3,2,2,2,4.694,23.477,24.869,7,6,4,5,3,4,5,6,6,5,6,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96517,rep,emo_similarity_network_presurvey_sum2021,1,1,1,1 + 1 + 1,/Users/ashish/files/research/projects/alexithymia/emo_similarity_image_network/data/raw/emo_similarity_network_presurvey_sum2021/2021-09-22/emo_similarity_network_presurvey_sum2021.csv,81,27,33,21,33,27,15,18,12,15,50,20,14,16,33,17,16,14,49,15,10,17,30,20
2021-07-06 19:44:42,2021-07-06 20:44:10,IP Address,99.52.204.80,100,3568,True,2021-07-06 20:44:11,R_2ZIhtE4k16qocJw,37.437103271484375,-121.8954010009765625,anonymous,EN,1,7,4,3,4,3,7,5.372,49.933,51.749,7,4,4,4,4,4,2.799,17.317,18.401,6,4,3,3,3,7,1,3,2.912,18.389,20.038,8,5,3,4,3,3,4,7.269,21.887,23.287,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Agree,118.038,247.648,249.232,58,5,6,6,6,7,5.993,18.128,19.691,5,3,3,3,1,1,1,1,1,1,5.217,34.366,36.198,12,1,1,1,2,2,2,1,3.007,21.278,22.401,7,3,1,1,2,2,1,1,1,4.082,32.885,34.085,9,3,3,3,3,3,4.25,20.818,21.944,5,2,2,3,1,3,6.111,21.589,23.99,5,2,2,1,1,1,2,5.381,25.015,26.565,6,3,3,5,3,1,4.741,14.774,15.8,5,2,4,5,4,4,4,5,5,3,4,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96256,rep,emo_similarity_network_presurvey_sum2021,0,1,1,1 + 0 + 1,/Users/ashish/files/research/projects/alexithymia/emo_similarity_image_network/data/raw/emo_similarity_network_presurvey_sum2021/2021-09-22/emo_similarity_network_presurvey_sum2021.csv,93,27,34,32,30,31,10,20,17,14,49,13,13,23,25,15,10,12,15,30,20,30,30,25
2021-07-06 20:37:26,2021-07-06 20:48:36,IP Address,107.3.164.169,100,669,True,2021-07-06 20:48:36,R_3dHecLuJCbBRJYy,37.404296875,-122.074798583984375,anonymous,EN,1,5,4,5,4,5,4,6.916,26.135,27.129,6,6,4,3,3,4,4.476,24.495,25.527,6,5,5,4,3,3,1,4,4.215,31.06,31.578,10,5,5,3,3,3,5,3.778,19.129,21.8,6,4,4,3,3,4,3,3,4,4,4,4,4,3,3,4,4,4,3,3,3,4,3,3,4,3,4,4,4,4,4,3,4,2,3,4,2,3,3,3,2,4,3,4,4,3,4,4,4,4,4,4,4,4,3,4,3,4,Somewhat agree,9.738,278.817,280.401,63,4,4,4,4,4,4.088,13.834,14.439,6,6,5,3,6,3,5,6,4,4,4.114,26.156,27.477,10,2,1,1,1,1,1,1,5.911,25.12,26.188,7,1,1,1,1,1,1,1,1,4.739,29.436,30.47,8,3,4,2,3,2,5.108,19.076,20.072,6,3,2,4,2,2,3.865,16.206,17.019,6,3,4,3,2,1,3,2.21,26.33,27.298,6,3,4,2,2,3,5.594,21.64,22.722,5,6,6,6,3,5,5,5,5,6,6,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96385,rep,emo_similarity_network_presurvey_sum2021,1,1,1,1 + 1 + 1,/Users/ashish/files/research/projects/alexithymia/emo_similarity_image_network/data/raw/emo_similarity_network_presurvey_sum2021/2021-09-22/emo_similarity_network_presurvey_sum2021.csv,95,28,34,33,35,27,14,21,14,13,56,17,18,21,33,20,8,8,42,20,14,23,15,17
2021-07-06 22:58:16,2021-07-06 23:03:24,IP Address,73.189.180.254,100,308,True,2021-07-06 23:03:25,R_2bVGFeCoqQayGwy,37.3083038330078125,-121.96429443359375,anonymous,EN,1,4,4,4,5,6,4,1.334,7.484,8.899,6,7,5,5,1,7,1.632,10.06,12.332,7,4,6,4,2,3,0,5,1.086,9.397,11.215,8,3,5,4,4,6,5,0.995,8.39,11.101,7,2,1,2,2,1,1,2,3,3,2,3,2,3,3,3,4,4,4,3,3,3,2,2,2,2,1,1,1,1,2,2,1,3,4,3,4,4,3,3,3,3,3,2,2,2,3,2,3,3,3,2,2,2,1,4,4,5,Agree,1.118,86.073,87.459,61,4,3,7,6,3,1.511,8.3,9.977,5,4,3,4,7,6,4,7,6,5,1.059,14.461,15.926,11,2,1,1,4,1,3,1,1.239,8.89,10.834,7,2,1,1,1,1,1,2,1,1.338,18.012,19.484,13,1,1,1,3,3,2.525,13.855,15.571,7,3,2,1,4,3,1.187,6.091,8.308,5,2,2,3,3,0,4,1.699,8.662,9.888,6,3,2,2,3,5,0.801,7.3,9.1,5,4,3,4,4,7,4,3,1,1,4,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,hispanic,96016,rep,emo_similarity_network_presurvey_sum2021,0,0,0,0 + 0 + 0,/Users/ashish/files/research/projects/alexithymia/emo_similarity_image_network/data/raw/emo_similarity_network_presurvey_sum2021/2021-09-22/emo_similarity_network_presurvey_sum2021.csv,103,31,34,38,33,32,15,18,16,16,51,17,10,24,23,12,13,10,46,23,10,17,17,14
2021-07-06 22:40:56,2021-07-06 23:15:38,IP Address,73.202.200.80,100,2081,True,2021-07-06 23:15:38,R_7W0H0BXsETuTPTb,37.3209075927734375,-121.91259765625,anonymous,EN,1,2,2,2,1,2,2,7.3,43.104,45.171,11,4,1,2,2,1,8.922,40.898,43.169,11,2,2,2,2,2,1,2,9.788,73.579,81.218,13,2,4,1,2,2,1,11.185,107.406,109.916,11,6,5,5,3,5,3,5,4,5,5,6,3,5,4,4,5,5,3,6,6,5,5,5,4,5,5,5,5,4,5,5,4,3,5,5,5,5,5,4,3,5,4,5,5,3,3,4,5,4,4,5,4,5,5,4,4,3,Somewhat agree,28.491,986.862,988.545,129,6,6,7,6,1,11.866,44.157,60.321,10,5,2,2,2,2,4,2,2,2,14.501,98.893,101.756,17,2,2,2,1,1,2,2,7.771,46.43,49.11,13,1,2,2,1,1,1,1,1,23.442,144.078,145.815,15,1,1,1,1,2,11.546,50.88,53.045,9,1,1,1,1,1,6.722,50.209,53.701,8,1,2,1,1,1,2,4.09,52.988,54.73,10,3,1,1,1,4,8.108,46.631,48.948,9,6,2,7,3,6,1,6,5,2,6,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96124,rep,emo_similarity_network_presurvey_sum2021,1,1,1,1 + 1 + 1,/Users/ashish/files/research/projects/alexithymia/emo_similarity_image_network/data/raw/emo_similarity_network_presurvey_sum2021/2021-09-22/emo_similarity_network_presurvey_sum2021.csv,45,16,17,12,18,15,8,10,8,7,28,7,6,15,36,8,12,10,23,26,18,31,20,23
2021-07-06 23:32:23,2021-07-06 23:36:44,IP Address,73.189.180.254,100,260,True,2021-07-06 23:36:45,R_3mdvNOSJuY3bBek,37.3083038330078125,-121.96429443359375,anonymous,EN,1,3,6,6,2,2,3,0.902,6.853,8.131,6,5,3,1,3,3,0.521,6.968,8.09,7,4,6,4,5,1,0,6,0.701,8.516,10.623,8,3,6,7,2,3,5,0.723,6.826,8.193,6,3,2,2,2,3,3,3,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,3,3,3,3,3,3,3,2,2,2,5,5,4,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,Somewhat agree,0.721,80.263,82.845,63,3,3,3,3,2,1.254,6.293,7.971,5,4,3,3,6,2,5,5,5,3,0.512,10.479,12.059,9,2,2,2,2,2,3,1,1.214,11.678,12.74,8,4,1,1,1,2,3,2,1,0.444,10.249,12.093,9,3,4,2,4,4,0.925,7.267,8.927,6,3,1,3,3,5,0.653,5.476,7.615,6,4,2,2,5,0,1,0.52,6.878,8.939,8,3,2,4,1,2,0.666,5.763,7.5,5,1,5,2,6,4,3,1,5,4,5,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96016,rep,emo_similarity_network_presurvey_sum2021,0,0,0,0 + 0 + 0,/Users/ashish/files/research/projects/alexithymia/emo_similarity_image_network/data/raw/emo_similarity_network_presurvey_sum2021/2021-09-22/emo_similarity_network_presurvey_sum2021.csv,89,27,25,37,33,19,18,15,9,10,58,19,16,23,18,18,14,15,36,14,11,15,18,16
2021-07-06 23:25:42,2021-07-06 23:36:54,IP Address,73.70.45.79,100,672,True,2021-07-06 23:36:55,R_3jc86NGFUhcmMD4,37.35260009765625,-121.9541015625,anonymous,EN,1,2,3,3,6,5,2,5.849,27.933,29.336,15,3,1,3,3,5,5.206,23.753,24.843,14,5,5,5,5,5,1,1,18.881,39.489,40.65,14,2,3,1,3,5,1,9.391,28.934,29.588,14,4,5,3,6,2,6,2,3,2,2,3,4,4,2,4,4,4,5,4,2,3,4,2,3,4,4,2,6,2,3,3,6,6,4,3,6,4,2,4,6,3,2,3,2,3,5,2,2,4,3,2,3,2,4,4,5,5,Somewhat agree,11.564,214.701,215.301,122,2,3,2,3,1,1.976,21.243,22.538,14,7,3,7,6,6,6,7,5,7,2.131,20.617,22.216,19,2,2,2,2,1,1,2,2.938,29.633,34.64,17,2,1,4,2,4,1,2,1,4.317,35.8,36.212,20,2,3,3,2,1,4.356,21.478,22.149,10,3,5,3,2,1,3.145,15.136,15.84,10,4,4,3,3,1,3,3.416,39.351,40.475,12,5,5,4,1,2,2.767,19.902,22.685,10,6,5,6,5,4,4,2,2,3,1,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,pakistani,NA,NA,96172,rep,emo_similarity_network_presurvey_sum2021,1,1,1,1 + 1 + 1,/Users/ashish/files/research/projects/alexithymia/emo_similarity_image_network/data/raw/emo_similarity_network_presurvey_sum2021/2021-09-22/emo_similarity_network_presurvey_sum2021.csv,77,29,29,19,23,35,11,12,18,17,59,21,18,20,21,17,12,17,54,11,10,18,35,21
2021-07-07 00:14:38,2021-07-07 00:43:13,IP Address,24.130.85.21,100,1714,True,2021-07-07 00:43:13,R_2ToU3mxlJZrZGTf,37.9268951416015625,-122.331298828125,anonymous,EN,1,3,2,5,2,2,3,6.057,36.381,39.656,7,2,3,3,2,5,29.748,67.618,70.34,6,2,2,3,2,2,1,3,9.143,55.394,57.907,7,3,5,3,2,3,3,11.158,43.244,48.492,6,5,3,4,5,5,6,4,5,4,4,3,5,3,4,4,5,3,4,4,4,5,4,3,4,3,4,4,2,3,4,3,5,3,4,3,4,4,2,4,4,5,3,3,4,3,3,2,4,4,4,4,5,4,3,4,5,3,Somewhat agree,22.89,724.302,725.453,61,5,5,6,5,2,4.007,76.601,79.732,5,5,3,2,5,2,2,3,2,2,7.799,63.861,65.631,10,1,1,2,1,1,2,1,14.848,84.301,86.899,7,1,1,1,1,1,1,1,1,4.249,46.143,47.497,8,3,4,1,2,3,8.857,36.117,38.942,5,2,1,4,2,1,6.874,30.543,33.782,5,2,2,2,3,1,2,6.979,85.022,91.093,7,5,2,3,2,3,6.64,47.411,51.361,5,1,3,5,2,7,3,4,5,3,6,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,tibetan,NA,NA,96136,rep,emo_similarity_network_presurvey_sum2021,1,1,1,1 + 1 + 1,/Users/ashish/files/research/projects/alexithymia/emo_similarity_image_network/data/raw/emo_similarity_network_presurvey_sum2021/2021-09-22/emo_similarity_network_presurvey_sum2021.csv,65,18,19,28,19,18,9,10,9,9,49,14,12,23,28,11,9,8,26,23,16,23,26,18
2021-07-07 08:57:00,2021-07-07 09:12:04,IP Address,160.72.200.194,100,903,True,2021-07-07 09:12:04,R_YWZrPdG28IYwnZf,40.0767974853515625,-82.5218963623046875,anonymous,EN,1,5,5,2,3,3,5,4.017,27.173,28.236,8,5,2,2,2,2,3.633,26.415,27.478,9,3,4,5,2,2,1,2,3.078,24.093,24.981,7,5,3,2,3,3,3,5.767,34.848,35.871,13,5,5,3,4,3,5,4,5,4,3,5,5,4,3,5,5,5,4,4,4,5,5,6,4,2,5,4,4,5,4,3,4,4,5,5,4,4,5,4,4,3,3,5,3,4,3,4,5,4,5,3,4,5,5,3,3,4,Agree,6.68,469.282,470.006,68,5,5,6,6,2,7.354,18.897,19.783,7,6,3,5,5,4,5,6,5,5,3.464,26.757,27.25,10,3,2,3,3,3,2,2,2.806,22.608,23.612,8,2,2,3,3,4,1,1,1,9.47,44.574,46.636,9,2,2,1,4,2,10.243,25.649,26.835,6,4,1,3,4,1,6.262,19.142,20.198,6,2,3,2,3,1,3,3.778,30.634,31.414,8,2,2,1,1,2,2.94,17.106,17.99,7,6,5,6,2,6,3,6,6,3,6,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91174,rep,emo_similarity_network_presurvey_sum2021,1,1,1,1 + 1 + 1,/Users/ashish/files/research/projects/alexithymia/emo_similarity_image_network/data/raw/emo_similarity_network_presurvey_sum2021/2021-09-22/emo_similarity_network_presurvey_sum2021.csv,73,22,28,23,30,20,12,18,10,10,45,17,13,15,36,13,18,17,44,24,14,27,25,19
2021-07-07 10:11:19,2021-07-07 10:41:22,IP Address,108.243.33.103,100,1802,True,2021-07-07 10:41:22,R_xip9BA7ARkRmtrj,37.4445953369140625,-122.183502197265625,anonymous,EN,1,5,5,3,5,5,5,4.981,66.765,67.366,16,5,3,5,5,2,3.193,87.632,88.57,37,5,5,3,4,4,1,3,14.035,92.085,93,27,3,5,2,4,5,3,7.791,265.432,267.398,19,2,2,2,2,4,5,3,3,4,3,4,3,5,4,4,3,5,4,4,3,3,5,3,4,3,5,3,4,3,4,2,3,4,3,4,5,5,3,2,2,4,2,3,5,5,2,3,4,4,5,3,4,4,3,2,2,2,Somewhat agree,1.239,564.866,565.521,169,5,5,3,5,3,2.09,37.829,39.236,27,6,2,2,6,2,6,6,2,2,7.101,73.554,74.109,38,1,1,1,1,1,2,1,13.999,61.944,63.47,18,2,2,2,1,1,2,1,1,12.616,69.548,70.545,22,4,4,2,4,4,0.932,33.731,34.892,14,2,2,3,2,4,9.031,47.92,49.073,11,2,4,3,2,1,2,0.759,47.349,48.683,17,3,2,4,2,3,14.59,57.3,58.682,11,5,5,3,3,3,3,5,4,3,4,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96670,rep,emo_similarity_network_presurvey_sum2021,1,1,1,1 + 1 + 1,/Users/ashish/files/research/projects/alexithymia/emo_similarity_image_network/data/raw/emo_similarity_network_presurvey_sum2021/2021-09-22/emo_similarity_network_presurvey_sum2021.csv,94,34,36,24,33,37,15,18,19,18,58,17,16,25,24,14,8,12,34,21,16,24,22,12
2021-07-07 10:22:12,2021-07-07 11:15:54,IP Address,73.63.226.179,100,3221,True,2021-07-07 11:15:54,R_2y2i4UVF9urPKva,37.3697967529296875,-121.81600189208984375,anonymous,EN,1,7,7,3,5,3,6,12.999,87.981,89.056,7,7,2,3,3,3,7.298,82.201,82.982,8,6,6,7,3,3,1,2,3.512,1156.64,1157.478,15,6,6,2,3,3,2,6.808,256.856,257.941,8,5,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,4,5,4,5,5,4,5,5,4,4,5,5,4,4,4,5,5,5,5,4,4,5,4,5,4,5,4,5,3,5,4,4,5,4,5,5,4,5,5,3,Agree,5.436,385.97,387.473,63,4,2,6,5,6,2.885,68.553,69.932,12,7,2,3,5,6,6,6,6,6,6.478,284.832,285.074,21,2,2,3,3,4,2,4,6.374,39.765,40.95,7,4,2,1,3,3,2,2,2,11.689,66.163,66.977,8,3,4,4,4,2,30.344,442.395,443.344,11,4,4,5,4,1,6.052,50.681,51.393,9,5,3,5,2,1,5,7.55,49.738,50.89,9,2,3,2,2,4,10.386,38.039,38.988,5,7,7,7,3,6,3,7,7,5,7,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96265,rep,emo_similarity_network_presurvey_sum2021,1,1,1,1 + 1 + 1,/Users/ashish/files/research/projects/alexithymia/emo_similarity_image_network/data/raw/emo_similarity_network_presurvey_sum2021/2021-09-22/emo_similarity_network_presurvey_sum2021.csv,98,31,40,27,45,26,19,26,12,14,68,26,19,23,41,18,20,19,47,23,18,25,28,25
2021-07-07 11:26:09,2021-07-07 11:27:45,IP Address,98.207.232.106,100,96,True,2021-07-07 11:27:46,R_3Ed23Ig5sDZxxfx,37.3589935302734375,-122.08660125732421875,anonymous,EN,1,NA,NA,1,NA,NA,NA,2.541,10.453,10.456,4,NA,NA,NA,NA,NA,2.718,2.718,2.72,1,NA,NA,NA,NA,NA,NA,NA,2.222,2.222,2.224,1,NA,NA,NA,NA,NA,NA,2.246,2.246,2.248,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.149,5.149,5.163,1,NA,NA,NA,7,NA,2.557,7.83,7.832,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.488,3.488,3.491,1,NA,NA,NA,NA,NA,NA,NA,3.975,3.975,3.979,1,NA,1,NA,NA,NA,NA,NA,NA,2.75,8.78,8.783,3,NA,NA,NA,NA,NA,3.187,3.187,3.19,1,NA,NA,NA,NA,NA,3.734,3.734,3.737,1,NA,NA,NA,NA,NA,NA,2.788,2.788,2.791,1,NA,NA,NA,NA,NA,2.61,2.61,2.614,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,psychone,emo_similarity_network_presurvey_sum2021,0,0,0,0 + 0 + 0,/Users/ashish/files/research/projects/alexithymia/emo_similarity_image_network/data/raw/emo_similarity_network_presurvey_sum2021/2021-09-22/emo_similarity_network_presurvey_sum2021.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-07-07 11:06:32,2021-07-07 11:49:09,IP Address,71.198.2.106,100,2557,True,2021-07-07 11:49:10,R_1KgaSqXftV5cewL,37.3773040771484375,-122.01940155029296875,anonymous,EN,1,2,2,2,2,2,2,7.532,58.395,59.095,7,6,3,5,2,2,24.893,119.922,122.06,8,5,5,4,6,2,0,2,19.21,158.332,160.155,10,6,5,2,6,6,4,19.325,73.482,75.303,8,5,5,2,5,4,5,4,2,5,4,5,5,5,5,4,5,5,5,4,2,5,5,3,5,2,3,2,4,4,5,5,2,5,5,2,5,5,2,4,5,5,2,5,5,2,2,2,4,5,5,2,2,2,5,5,2,2,Agree,48.735,1010.181,1011.525,66,3,2,2,2,2,10.992,42.348,45.039,5,6,2,2,6,5,2,5,2,5,6.438,74.083,80.222,10,2,2,2,2,2,2,2,8.027,48.427,50.385,7,2,2,2,2,3,2,1,2,74.359,196.538,198.08,9,2,2,3,2,4,16.264,62.122,66.95,7,2,4,2,2,2,7.035,63.049,66.35,6,2,3,2,2,0,2,12.383,87.243,95.754,6,4,2,4,2,3,10.731,89.369,90.611,5,6,2,3,2,2,2,6,5,2,5,NA,NA,45,NA,bachelor,NA,NA,NA,NA,NA,NA,NA,NA,96190,rep,emo_similarity_network_presurvey_sum2021,0,0,0,0 + 0 + 0,/Users/ashish/files/research/projects/alexithymia/emo_similarity_image_network/data/raw/emo_similarity_network_presurvey_sum2021/2021-09-22/emo_similarity_network_presurvey_sum2021.csv,83,24,38,21,31,31,12,19,12,19,51,17,11,23,27,8,14,16,35,11,17,27,30,21
